I,738211.3849421296,54
1,5,22879381.2,201,120231957.066,201,-3320.793,201,113
2,5,22879379.38,201,93687242.32,201,-2587.691,201,99
1,13,20128612.52,201,105776572.395,201,-242.258,201,125
2,13,29000000.01,201,160000000.001,201,5000.001,201,201
1,14,21213013.74,201,111475140.582,201,-1418.371,201,112
2,14,21213012.56,201,86863743.574,201,-1105.02,201,118
1,15,20888271.32,201,109768602.246,201,1832.418,201,128
2,15,20888268.98,201,85533972.723,201,1426.105,201,109
1,17,24091362.64,201,126601131.791,201,4461.025,201,115
2,17,24091293.6,201,98650271.39,201,3327.309,201,-760
1,19,25467089.9,201,133829236.663,201,1925.166,201,-4158
2,19,29000000.01,201,160000000.001,201,5000.001,201,201
1,20,23795361.48,201,125045475.148,201,2192.262,201,90
2,20,29000000.01,201,160000000.001,201,5000.001,201,201
1,23,23929813.36,201,125752015.563,201,2525.352,201,103
2,23,23929810.52,201,97988582.898,201,1966.5,201,94
1,24,22724485.32,201,119417973.512,201,2862.125,201,94
2,24,22724484.98,201,93052983.402,201,2229.875,201,92
1,28,21170470.98,201,111251583.52,201,-1133.137,201,116
2,28,29000000.01,201,160000000.001,201,5000.001,201,201
1,30,23080715.88,201,121289980.293,201,-2758.352,201,111
2,30,23080714.94,201,94511679.07,201,-2147.402,201,87
6,6,20413455.04,201,108930148.691,201,-3127.887,201,86
7,6,29000000.01,201,160000000.001,201,5000.001,201,201
6,7,19360174.38,201,103636566.164,201,903.355,201,135
7,7,19360178.56,201,80606201.934,201,700.875,201,118
6,8,22352882.9,201,119698720.621,201,3863.309,201,111
7,8,22352888.24,201,93098992.906,201,3005.852,201,106
6,9,19350734.12,201,103331874.555,201,687.984,201,140
7,9,19350737.98,201,80369228.152,201,536.293,201,131
6,10,22177350.68,201,118217787.496,201,3459.289,201,121
7,10,29000000.01,201,160000000.001,201,5000.001,201,201
6,16,20543460.88,201,109739497.004,201,-2902.922,201,111
7,16,20543461.42,201,85352946.934,201,-2257.566,201,93
6,18,24289688.18,201,129655685.075,201,3558.609,201,8703
7,18,24293264.34,201,100842222.564,201,579.6569999997,201,8693
11,7,26824309.04,201,140962698.133,201,-2711.926,201,82
13,7,26824310.24,201,108010369.719,201,-2077.711,201,91
11,19,24121717.5,201,126760484.688,201,1551.855,201,101
13,19,24121715.64,201,97128135.086,201,1187.484,201,109
11,21,24752164.3,201,130073499.844,201,2135.941,201,114
13,21,24752163.56,201,99666693.078,201,1637.434,201,128
11,27,23490154.64,201,123441595.707,201,-588.699,201,121
13,27,23490154.06,201,94585101.813,201,-450.738,201,133
11,30,26013213.08,201,136700347.926,201,-2719.953,201,93
13,30,26013214.18,201,104744413.117,201,-2083.887,201,100
18,10,39190812.12,201,204076845.945,201,-656.527,201,91
19,10,39190810.7,201,157805143.859,201,-508.391,201,96
18,19,21997031.96,201,114544316.023,201,401.645,201,133
19,19,29000000.01,201,160000000.001,201,5000.001,201,201
18,20,23286078.52,201,121256725.977,201,-2554.723,201,126
19,20,29000000.01,201,160000000.001,201,5000.001,201,201
18,22,25656366.34,201,133599422.672,201,2884.906,201,108
19,22,29000000.01,201,160000000.001,201,5000.001,201,201
D,0.0000011574,54 
1,5,63.176,331.9657,-0.1277
2,5,63.172,258.6746,0.0324
1,13,4.6,24.1964,-0.0902
2,13,1000.01,5500.001,30.001
1,14,26.972,141.7875,-0.1762
2,14,26.984,110.4836,-0.0695
1,15,-34.884,-183.3058,-0.1688
2,15,-34.882,-142.8356,0.002
1,17,-46.874,-246.3449,-0.2356
2,17,-46.866,-191.9601,-0.166
1,19,-64.476,-338.7106,0.1371
2,19,1000.01,5500.001,30.001
1,20,-41.722,-219.4796,0.1894
2,20,1000.01,5500.001,30.001
1,23,-48.058,-252.602,-0.1645
2,23,-48.064,-196.832,-0.0098
1,24,-54.47,-286.3567,0.027
2,24,-54.502,-223.1371,0.009
1,28,21.534,113.2128,0.0133
2,28,1000.01,5500.001,30.001
1,30,52.482,275.7992,-0.1957
2,30,52.482,214.9098,-0.4457
6,6,58.594,312.5704,0.0063
7,6,1000.01,5500.001,30.001
6,7,-16.868,-90.3766,-0.2214
7,7,-16.894,-70.2926,0.023
6,8,-72.23,-386.4328,-0.1196
7,8,-72.128,-300.5582,-0.1637
6,9,-12.878,-68.9301,-0.1171
7,9,-12.884,-53.6121,-0.1938
6,10,-64.972,-346.0633,-0.0344
7,10,1000.01,5500.001,30.001
6,16,54.418,290.1379,0.0477
7,16,54.406,225.6613,-0.1266
6,18,-40.48,-215.882,-0.0652
7,18,-40.646,-167.8566,0.0512
11,7,51.58,271.0551,-0.2293
13,7,51.562,207.689,-0.0289
11,19,-29.506,-155.2098,-0.2582
13,19,-29.526,-118.9262,0.0102
11,21,-40.688,-213.8153,0.0145
13,21,-40.69,-163.8324,-0.0465
11,27,11.19,58.7731,-0.0199
13,27,11.19,45.0335,-0.0789
11,30,51.72,271.7769,0.0769
13,30,51.71,208.2442,-0.2386
18,10,12.606,65.6,-0.052
19,10,12.614,50.7262,-0.0031
18,19,-7.724,-40.2468,-0.0989
19,19,1000.01,5500.001,30.001
18,20,49.034,255.2644,-0.0257
19,20,1000.01,5500.001,30.001
18,22,-55.416,-288.5508,-0.2238
19,22,1000.01,5500.001,30.001
D,0.0000011575,54 
1,5,126.352,663.9314,-0.2554
2,5,126.344,517.3492,0.0648
1,13,9.2,48.3928,-0.1804
2,13,1000.01,5500.001,30.001
1,14,53.944,283.575,-0.3524
2,14,53.968,220.9672,-0.139
1,15,-69.768,-366.6116,-0.3376
2,15,-69.764,-285.6712,0.004
1,17,-93.748,-492.6898,-0.4712
2,17,-93.732,-383.9202,-0.332
1,19,-128.952,-677.4212,0.2742
2,19,1000.01,5500.001,30.001
1,20,-83.444,-438.9592,0.3788
2,20,1000.01,5500.001,30.001
1,23,-96.116,-505.204,-0.329
2,23,-96.128,-393.664,-0.0196
1,24,-108.94,-572.7134,0.054
2,24,-109.004,-446.2742,0.018
1,28,43.068,226.4256,0.0266
2,28,1000.01,5500.001,30.001
1,30,104.964,551.5984,-0.3914
2,30,104.964,429.8196,-0.8914
6,6,117.188,625.1408,0.0126
7,6,1000.01,5500.001,30.001
6,7,-33.736,-180.7532,-0.4428
7,7,-33.788,-140.5852,0.046
6,8,-144.46,-772.8656,-0.2392
7,8,-144.256,-601.1164,-0.3274
6,9,-25.756,-137.8602,-0.2342
7,9,-25.768,-107.2242,-0.3876
6,10,-129.944,-692.1266,-0.0688
7,10,1000.01,5500.001,30.001
6,16,108.836,580.2758,0.0954
7,16,108.812,451.3226,-0.2532
6,18,-80.96,-431.764,-0.1304
7,18,-81.292,-335.7132,0.1024
11,7,103.16,542.1102,-0.4586
13,7,103.124,415.378,-0.0578
11,19,-59.012,-310.4196,-0.5164
13,19,-59.052,-237.8524,0.0204
11,21,-81.376,-427.6306,0.029
13,21,-81.38,-327.6648,-0.093
11,27,22.38,117.5462,-0.0398
13,27,22.38,90.067,-0.1578
11,30,103.44,543.5538,0.1538
13,30,103.42,416.4884,-0.4772
18,10,25.212,131.2,-0.104
19,10,25.228,101.4524,-0.0062
18,19,-15.448,-80.4936,-0.1978
19,19,1000.01,5500.001,30.001
18,20,98.068,510.5288,-0.0514
19,20,1000.01,5500.001,30.001
18,22,-110.832,-577.1016,-0.4476
19,22,1000.01,5500.001,30.001
D,0.0000011573,54 
1,5,189.528,995.8971,-0.3831
2,5,189.516,776.0238,0.0972
1,13,13.8,72.5892,-0.2706
2,13,1000.01,5500.001,30.001
1,14,80.916,425.3625,-0.5286
2,14,80.952,331.4508,-0.2085
1,15,-104.652,-549.9174,-0.5064
2,15,-104.646,-428.5068,0.006
1,17,-140.622,-739.0347,-0.7068
2,17,-140.598,-575.8803,-0.498
1,19,-193.428,-1016.1318,0.4113
2,19,1000.01,5500.001,30.001
1,20,-125.166,-658.4388,0.5682
2,20,1000.01,5500.001,30.001
1,23,-144.174,-757.806,-0.4935
2,23,-144.192,-590.496,-0.0294
1,24,-163.41,-859.0701,0.081
2,24,-163.506,-669.4113,0.027
1,28,64.602,339.6384,0.0399
2,28,1000.01,5500.001,30.001
1,30,157.446,827.3976,-0.5871
2,30,157.446,644.7294,-1.3371
6,6,175.782,937.7112,0.0189
7,6,1000.01,5500.001,30.001
6,7,-50.604,-271.1298,-0.6642
7,7,-50.682,-210.8778,0.069
6,8,-216.69,-1159.2984,-0.3588
7,8,-216.384,-901.6746,-0.4911
6,9,-38.634,-206.7903,-0.3513
7,9,-38.652,-160.8363,-0.5814
6,10,-194.916,-1038.1899,-0.1032
7,10,1000.01,5500.001,30.001
6,16,163.254,870.4137,0.1431
7,16,163.218,676.9839,-0.3798
6,18,-121.44,-647.646,-0.1956
7,18,-121.938,-503.5698,0.1536
11,7,154.74,813.1653,-0.6879
13,7,154.686,623.067,-0.0867
11,19,-88.518,-465.6294,-0.7746
13,19,-88.578,-356.7786,0.0306
11,21,-122.064,-641.4459,0.0435
13,21,-122.07,-491.4972,-0.1395
11,27,33.57,176.3193,-0.0597
13,27,33.57,135.1005,-0.2367
11,30,155.16,815.3307,0.2307
13,30,155.13,624.7326,-0.7158
18,10,37.818,196.8,-0.156
19,10,37.842,152.1786,-0.0093
18,19,-23.172,-120.7404,-0.2967
19,19,1000.01,5500.001,30.001
18,20,147.102,765.7932,-0.0771
19,20,1000.01,5500.001,30.001
18,22,-166.248,-865.6524,-0.6714
19,22,1000.01,5500.001,30.001
D,0.0000011575,54 
1,5,252.704,1327.8628,-0.5108
2,5,252.688,1034.6984,0.1296
1,13,18.4,96.7856,-0.3608
2,13,1000.01,5500.001,30.001
1,14,107.888,567.15,-0.7048
2,14,107.936,441.9344,-0.278
1,15,-139.536,-733.2232,-0.6752
2,15,-139.528,-571.3424,0.008
1,17,-187.496,-985.3796,-0.9424
2,17,-187.464,-767.8404,-0.664
1,19,-257.904,-1354.8424,0.5484
2,19,1000.01,5500.001,30.001
1,20,-166.888,-877.9184,0.7576
2,20,1000.01,5500.001,30.001
1,23,-192.232,-1010.408,-0.658
2,23,-192.256,-787.328,-0.0392
1,24,-217.88,-1145.4268,0.108
2,24,-218.008,-892.5484,0.036
1,28,86.136,452.8512,0.0532
2,28,1000.01,5500.001,30.001
1,30,209.928,1103.1968,-0.7828
2,30,209.928,859.6392,-1.7828
6,6,234.376,1250.2816,0.0252
7,6,1000.01,5500.001,30.001
6,7,-67.472,-361.5064,-0.8856
7,7,-67.576,-281.1704,0.092
6,8,-288.92,-1545.7312,-0.4784
7,8,-288.512,-1202.2328,-0.6548
6,9,-51.512,-275.7204,-0.4684
7,9,-51.536,-214.4484,-0.7752
6,10,-259.888,-1384.2532,-0.1376
7,10,1000.01,5500.001,30.001
6,16,217.672,1160.5516,0.1908
7,16,217.624,902.6452,-0.5064
6,18,-161.92,-863.528,-0.2608
7,18,-162.584,-671.4264,0.2048
11,7,206.32,1084.2204,-0.9172
13,7,206.248,830.756,-0.1156
11,19,-118.024,-620.8392,-1.0328
13,19,-118.104,-475.7048,0.0408
11,21,-162.752,-855.2612,0.058
13,21,-162.76,-655.3296,-0.186
11,27,44.76,235.0924,-0.0796
13,27,44.76,180.134,-0.3156
11,30,206.88,1087.1076,0.3076
13,30,206.84,832.9768,-0.9544
18,10,50.424,262.4,-0.208
19,10,50.456,202.9048,-0.0124
18,19,-30.896,-160.9872,-0.3956
19,19,1000.01,5500.001,30.001
18,20,196.136,1021.0576,-0.1028
19,20,1000.01,5500.001,30.001
18,22,-221.664,-1154.2032,-0.8952
19,22,1000.01,5500.001,30.001
D,0.0000011574,54 
1,5,315.88,1659.8285,-0.6385
2,5,315.86,1293.373,0.162
1,13,23,120.982,-0.451
2,13,1000.01,5500.001,30.001
1,14,134.86,708.9375,-0.881
2,14,134.92,552.418,-0.3475
1,15,-174.42,-916.529,-0.844
2,15,-174.41,-714.178,0.01
1,17,-234.37,-1231.7245,-1.178
2,17,-234.33,-959.8005,-0.83
1,19,-322.38,-1693.553,0.6855
2,19,1000.01,5500.001,30.001
1,20,-208.61,-1097.398,0.947
2,20,1000.01,5500.001,30.001
1,23,-240.29,-1263.01,-0.8225
2,23,-240.32,-984.16,-0.049
1,24,-272.35,-1431.7835,0.135
2,24,-272.51,-1115.6855,0.045
1,28,107.67,566.064,0.0665
2,28,1000.01,5500.001,30.001
1,30,262.41,1378.996,-0.9785
2,30,262.41,1074.549,-2.2285
6,6,292.97,1562.852,0.0315
7,6,1000.01,5500.001,30.001
6,7,-84.34,-451.883,-1.107
7,7,-84.47,-351.463,0.115
6,8,-361.15,-1932.164,-0.598
7,8,-360.64,-1502.791,-0.8185
6,9,-64.39,-344.6505,-0.5855
7,9,-64.42,-268.0605,-0.969
6,10,-324.86,-1730.3165,-0.172
7,10,1000.01,5500.001,30.001
6,16,272.09,1450.6895,0.2385
7,16,272.03,1128.3065,-0.633
6,18,-202.4,-1079.41,-0.326
7,18,-203.23,-839.283,0.256
11,7,257.9,1355.2755,-1.1465
13,7,257.81,1038.445,-0.1445
